x,y,z,010-000-024-033,010-000-030-096,020-000-032-221,020-000-033-111,anomaly
18.366322501662957,14.283319549203581,14.598107320380969,0.0,0.0,1.0,0.0,0.0
18.285300895814178,14.252967919931452,14.347712453768246,1.0,0.0,0.0,0.0,0.0
18.3149386315658,14.147224550150716,14.41416311764435,0.0,0.0,0.0,1.0,0.0
18.416827099446248,14.130645202642182,14.585933007048691,0.0,0.0,1.0,0.0,0.0
18.35607399845629,14.060468990041372,14.542133648545777,1.0,0.0,0.0,0.0,0.0
18.420322547769814,13.937921186570856,14.341573683593873,0.0,1.0,0.0,0.0,0.0
18.500281079324377,13.889234962441654,14.527608205202103,0.0,0.0,0.0,1.0,0.0
18.54030579522838,13.809929936576793,14.441589829213312,0.0,0.0,1.0,0.0,0.0
18.501973992301235,13.839055737454386,14.309990215579706,1.0,0.0,0.0,0.0,0.0
18.56022508466402,13.804121937259904,14.504653107995066,0.0,0.0,0.0,1.0,0.0
18.523201995202182,13.828235591342175,14.659149293433783,0.0,0.0,1.0,0.0,0.0
18.501112566459145,13.736430016019655,14.401719254563831,1.0,0.0,0.0,0.0,0.0
18.54283386470803,13.66787718862619,14.289629264924054,0.0,1.0,0.0,0.0,0.0
18.633336658871844,13.634038955626293,14.557173178089004,0.0,0.0,0.0,1.0,0.0
18.651262272244367,13.579260041724998,14.445471756775145,0.0,0.0,1.0,0.0,0.0
18.63907855267886,13.547966350893583,14.503087356010797,0.0,0.0,0.0,1.0,0.0
18.658133247272747,13.562532453214864,14.612522459070094,0.0,0.0,1.0,0.0,0.0
18.59489131402263,13.531527609128414,14.571491786540298,1.0,0.0,0.0,0.0,0.0
18.61448598947982,13.502888186515262,14.349379415624497,0.0,1.0,0.0,0.0,0.0
18.59468966557051,13.475278476994427,14.385824843670598,0.0,0.0,0.0,1.0,0.0
18.621999354097404,13.477004291653968,14.488162045510899,0.0,0.0,1.0,0.0,0.0
18.564740075233818,13.427335428262445,14.225045239049537,1.0,0.0,0.0,0.0,0.0
18.514684558060395,13.422606955940383,14.263304940449524,0.0,0.0,0.0,1.0,0.0
18.56707779624698,13.383378107477945,14.425103495733968,0.0,0.0,1.0,0.0,0.0
18.504081543865325,13.350632516876136,14.37671051383949,1.0,0.0,0.0,0.0,0.0
18.465114523295583,13.417465810225705,14.232288610945503,0.0,1.0,0.0,0.0,0.0
18.53358755764419,13.37638599660082,14.427618818485408,0.0,0.0,0.0,1.0,0.0
18.46330156360788,13.442203708243271,14.346318360074513,0.0,0.0,1.0,0.0,0.0
18.375471820658213,13.453436804834084,14.200471238806296,1.0,0.0,0.0,0.0,0.0
18.409491240507048,13.376595565966946,14.398683078304677,0.0,0.0,0.0,1.0,0.0
18.33242567206416,13.412044499793572,14.477228060922958,0.0,0.0,1.0,0.0,0.0
18.243806598014693,13.432266542801026,14.197824071682604,1.0,0.0,0.0,0.0,0.0
18.162989267551964,13.447548204283093,14.005417425905279,0.0,1.0,0.0,0.0,0.0
18.17391205883126,13.30415260529058,14.172588493891878,0.0,0.0,0.0,1.0,0.0
18.12808348683739,13.289368159213671,14.04795865753759,0.0,0.0,1.0,0.0,0.0
18.06552259663286,13.281570805678841,13.877975549077311,1.0,0.0,0.0,0.0,0.0
18.073818870956188,13.214363569399794,14.095041680411699,0.0,0.0,0.0,1.0,0.0
17.88078063261269,13.217760551205304,14.173014774356156,0.0,0.0,1.0,0.0,0.0
17.821644346910357,13.236641159388105,13.906076593458808,1.0,0.0,0.0,0.0,0.0
17.69400512984946,13.303186314101335,13.804603554654337,0.0,1.0,0.0,0.0,0.0
17.64867450777603,13.237123596874103,13.788694096286408,0.0,0.0,0.0,1.0,0.0
17.511133000721443,13.202039031116831,13.756795354231311,0.0,0.0,1.0,0.0,0.0
17.514467789101666,13.209234307595112,13.705601309784111,1.0,0.0,0.0,0.0,0.0
16.769581401361975,13.555997811297816,14.219504830807143,0.0,0.0,0.0,1.0,0.0
16.546583273432887,13.816443335235048,14.18263890571802,0.0,0.0,1.0,0.0,0.0
16.507732671903327,13.852177606050839,14.032626642043777,1.0,0.0,0.0,0.0,0.0
16.459342797630732,13.904385192805172,14.044927196177348,0.0,1.0,0.0,0.0,0.0
15.731908324269401,14.315205403570781,14.376218408167187,0.0,0.0,0.0,1.0,0.0
15.60131876852401,14.32996953000884,14.377560302957614,0.0,0.0,1.0,0.0,0.0
15.61185715180494,14.331407144457378,14.389460207057205,1.0,0.0,0.0,0.0,0.0
15.466709545195323,14.262077491113264,14.477903063766002,0.0,0.0,1.0,0.0,0.0
15.317660566423967,14.295750796377838,14.38176013178527,0.0,0.0,1.0,0.0,0.0
15.272676115866144,14.286940416484411,14.288164684020524,1.0,0.0,0.0,0.0,0.0
15.162644569777559,14.279861639268862,14.384619074394745,0.0,0.0,1.0,0.0,0.0
15.092889800158128,14.464934018245767,14.2260145298726,1.0,0.0,0.0,0.0,0.0
14.985170789874875,14.482647632624694,14.087189451790065,0.0,1.0,0.0,0.0,0.0
14.898103107948977,14.556046232073575,14.330719753546136,0.0,0.0,0.0,1.0,0.0
14.8257348726485,14.55663734884008,14.471857413726804,0.0,0.0,1.0,0.0,0.0
14.648713926118443,14.686617306518121,14.146059503307937,1.0,0.0,0.0,0.0,0.0
14.536260680525675,14.782453220631595,14.23044818171634,0.0,0.0,0.0,1.0,0.0
14.448739623161417,14.7893957023302,14.34840962756827,0.0,0.0,1.0,0.0,0.0
14.340354289002052,14.871847008759445,14.102599859090471,0.0,1.0,0.0,0.0,0.0
14.324764186682403,14.964387385324994,14.174070081227732,0.0,0.0,0.0,1.0,0.0
14.2216673708917,14.987717871266309,14.293367913513988,0.0,0.0,1.0,0.0,0.0
14.130142782823997,14.885740654184163,14.157669130794387,1.0,0.0,0.0,0.0,0.0
14.025995026671994,14.99489399802434,14.155656979798117,0.0,0.0,0.0,1.0,0.0
14.030291689844091,15.04382587427229,14.115456094212442,0.0,0.0,1.0,0.0,0.0
13.867213799757186,15.057716317814524,14.032080949799708,1.0,0.0,0.0,0.0,0.0
14.47119970759097,14.738813871407745,13.44501745140311,0.0,1.0,0.0,0.0,0.0
14.544935074363668,14.535023348996834,13.470323981898513,0.0,0.0,0.0,1.0,0.0
14.435621515185145,14.50345725185552,13.54575299115021,0.0,0.0,1.0,0.0,0.0
14.34064855511779,14.464932755965172,13.40359972693224,1.0,0.0,0.0,0.0,0.0
14.910487299319113,14.056372489274839,13.02947754095812,0.0,0.0,0.0,1.0,0.0
14.855648927709797,13.990848242477092,12.795253647385145,1.0,0.0,0.0,0.0,0.0
14.712734381729799,14.046878692194802,12.762119002313566,0.0,1.0,0.0,0.0,0.0
14.671126958981894,14.00889922443557,12.829455220831196,0.0,0.0,0.0,1.0,0.0
14.650809834996695,14.007202719315702,12.805380996346374,0.0,0.0,1.0,0.0,0.0
14.510705607953005,14.017979516865037,12.658120054275576,1.0,0.0,0.0,0.0,0.0
14.505098646815767,13.98679139579364,12.749406971863543,0.0,0.0,0.0,1.0,0.0
14.437853850020026,13.89268483688284,12.816771289344931,0.0,0.0,1.0,0.0,0.0
14.356502709903857,13.884944932508754,12.711342781840294,1.0,0.0,0.0,0.0,0.0
14.272361307283447,13.899767616451495,12.389267123659447,0.0,1.0,0.0,0.0,0.0
14.221559615781926,13.86249428692958,12.446087939755481,0.0,0.0,0.0,1.0,0.0
14.206473801382032,13.82331017245994,12.66047051072998,0.0,0.0,1.0,0.0,0.0
14.157857427028393,13.788835288230121,12.35536736193076,1.0,0.0,0.0,0.0,0.0
14.11933535902949,13.777353522362066,12.436656535617253,0.0,0.0,0.0,1.0,0.0
14.05764302491629,13.678903240412067,12.406947966540883,1.0,0.0,0.0,0.0,0.0
13.982536106750791,13.702000450741934,12.176229096024436,0.0,1.0,0.0,0.0,0.0
13.951181315248583,13.672828468866959,12.253188899300092,0.0,0.0,0.0,1.0,0.0
13.97491495444737,13.742148023966312,12.469081299396498,0.0,0.0,1.0,0.0,0.0
13.974888184739706,13.727190183637894,12.235004345277902,1.0,0.0,0.0,0.0,0.0
13.933878702191015,13.717672865036524,12.305092936288938,0.0,0.0,0.0,1.0,0.0
13.949815559789371,13.66706588086416,12.558951811274703,0.0,0.0,1.0,0.0,0.0
13.883754801340695,13.621793386848852,12.4964479603625,1.0,0.0,0.0,0.0,0.0
13.803659669221789,13.65611824441184,12.190511475220688,0.0,1.0,0.0,0.0,0.0
13.766249044459292,13.669087869653584,12.250342886516252,0.0,0.0,0.0,1.0,0.0
13.766923165742464,13.62206080561103,12.488261404148083,0.0,0.0,1.0,0.0,0.0
13.736097346999477,13.673602431595764,12.23103984703498,1.0,0.0,0.0,0.0,0.0
13.747516795580923,13.745839702109786,12.451945071585902,0.0,0.0,0.0,1.0,0.0
13.996784304503416,13.370047577741651,12.873706758406193,0.0,0.0,1.0,0.0,0.0
14.018516553626755,13.391553637200348,12.650435269970512,1.0,0.0,0.0,0.0,0.0
13.99058148803516,13.423549248404655,12.45525235629586,0.0,1.0,0.0,0.0,0.0
14.009500749590897,13.435369028386221,12.681173159479348,0.0,0.0,0.0,1.0,0.0
13.974855077032718,13.560818229985662,12.547225413339268,0.0,0.0,1.0,0.0,0.0
13.953080213203409,13.552741666140653,12.38314002276071,1.0,0.0,0.0,0.0,0.0
13.96581304535493,13.594327531134864,12.643316439114226,0.0,0.0,0.0,1.0,0.0
13.982055211052216,13.62361385715936,12.842770575130759,0.0,0.0,1.0,0.0,0.0
13.991767569553058,13.623560841374363,12.623178338843413,1.0,0.0,0.0,0.0,0.0
13.966725258586324,13.732390702721538,12.410216162023461,0.0,1.0,0.0,0.0,0.0
13.951149750344062,13.7684154827982,12.61219316568764,0.0,0.0,0.0,1.0,0.0
13.934143939123175,13.859667070876112,12.520814996996979,0.0,0.0,1.0,0.0,0.0
13.964259901942071,13.947101399284994,12.526929551133586,1.0,0.0,0.0,0.0,0.0
13.987555635424531,13.93898407301296,12.684369977592349,0.0,0.0,0.0,1.0,0.0
13.953994844881914,14.048663479987995,12.59809373154507,0.0,0.0,1.0,0.0,0.0
13.951533824763516,14.032601359650153,12.384990116573885,1.0,0.0,0.0,0.0,0.0
13.914387477893808,14.025881470358934,12.38264767580028,0.0,1.0,0.0,0.0,0.0
13.87612647709067,14.127470120529097,12.3658023470259,0.0,0.0,0.0,1.0,0.0
13.849902254342435,14.261886994499054,12.34942929807364,0.0,0.0,1.0,0.0,0.0
13.853763138363766,14.277778091209921,12.375101829209394,1.0,0.0,0.0,0.0,0.0
13.833077743260056,14.30906510119038,12.65001265731717,0.0,0.0,0.0,1.0,0.0
13.808171657581385,14.37939654351706,12.638626271654434,0.0,0.0,1.0,0.0,0.0
13.811322560586536,14.421928472423662,12.484135738275729,1.0,0.0,0.0,0.0,0.0
13.828359561435665,14.37698805056687,12.553501387523868,0.0,1.0,0.0,0.0,0.0
13.776711830419355,14.5635888666205,12.548409197955282,0.0,0.0,0.0,1.0,0.0
13.486373835704695,14.983226461397471,12.267976926995056,0.0,0.0,1.0,0.0,0.0
13.465135283370666,15.036386515829165,12.211067063844062,1.0,0.0,0.0,0.0,0.0
13.433940818232891,15.139647349127241,12.482887108206008,0.0,0.0,0.0,1.0,0.0
13.403171749602256,15.269740665760192,12.456759021562345,0.0,0.0,1.0,0.0,0.0
13.422945348448211,15.203693896370721,12.300852335498554,1.0,0.0,0.0,0.0,0.0
13.396527191260187,15.285588598632172,12.255392025136754,0.0,1.0,0.0,0.0,0.0
13.35704633407434,15.399038807192868,12.276161038479728,0.0,0.0,0.0,1.0,0.0
13.34363963082383,15.435546671289488,12.28502514717961,0.0,0.0,1.0,0.0,0.0
13.321341756958345,15.475828969876899,12.230803991280775,1.0,0.0,0.0,0.0,0.0
13.307928965892698,15.567767638833876,12.476035980105964,0.0,0.0,0.0,1.0,0.0
13.298672234487867,15.652684333202085,12.448359333050362,0.0,0.0,1.0,0.0,0.0
13.320951427934297,15.556020455380194,12.327148390856841,1.0,0.0,0.0,0.0,0.0
13.298274566727763,15.601971348247062,12.277942506346319,0.0,1.0,0.0,0.0,0.0
13.263670091165176,15.735890760513207,12.290048081601086,0.0,0.0,0.0,1.0,0.0
13.254192405428713,15.746900310289355,12.299675926342575,0.0,0.0,1.0,0.0,0.0
13.270277789037502,15.721868300893124,12.369153109222284,1.0,0.0,0.0,0.0,0.0
13.212808605643735,15.898652422333015,12.594873767239077,0.0,0.0,0.0,1.0,0.0
13.22743704165833,15.906756079029824,12.516808526466928,0.0,0.0,1.0,0.0,0.0
13.26105228895828,15.805035043333831,12.356842862568396,1.0,0.0,0.0,0.0,0.0
13.260750733622109,15.796300923660747,12.334985978870995,0.0,1.0,0.0,0.0,0.0
13.27529114650138,15.887246639599324,12.318987074956276,0.0,0.0,0.0,1.0,0.0
13.281526153334614,15.906080112377461,12.296348225097644,0.0,0.0,1.0,0.0,0.0
13.282980015323876,15.891436610704565,12.305898491766966,1.0,0.0,0.0,0.0,0.0
13.233715997513182,16.03265283606857,12.427107945787455,0.0,0.0,1.0,0.0,0.0
13.285806596232131,15.866143247650477,12.273455825995704,1.0,0.0,0.0,0.0,0.0
13.30344274650403,15.815184672151368,12.106414094175035,0.0,1.0,0.0,0.0,0.0
13.28172713462891,15.864108820779089,12.277935031979643,0.0,0.0,1.0,0.0,0.0
13.37283891879339,15.739955396391556,12.066758601082936,1.0,0.0,0.0,0.0,0.0
13.364598435543042,15.78860270533363,12.152346831589345,0.0,0.0,0.0,1.0,0.0
13.326184905782531,15.82306536699281,12.367022232345878,0.0,0.0,1.0,0.0,0.0
13.384917727791168,15.75684169359603,12.354117170513629,1.0,0.0,0.0,0.0,0.0
13.444863567814823,15.635041745197137,12.076656262703253,0.0,1.0,0.0,0.0,0.0
13.422630908626575,15.69603668292087,12.17284273961427,0.0,0.0,0.0,1.0,0.0
13.396467689121817,15.75968832106206,12.365553156066586,0.0,0.0,1.0,0.0,0.0
13.493843376392755,15.538175656181371,12.214341946848274,1.0,0.0,0.0,0.0,0.0
13.47961590223002,15.601087228445833,12.273944334662103,0.0,0.0,0.0,1.0,0.0
13.452316179373112,15.715439967632054,12.399170268950533,0.0,0.0,1.0,0.0,0.0
13.489984076871254,15.613447818694091,12.500769340494191,1.0,0.0,0.0,0.0,0.0
13.556316952317149,15.442298025233598,12.269665854831842,0.0,1.0,0.0,0.0,0.0
13.550336924864542,15.522144169238464,12.317569834353227,0.0,0.0,0.0,1.0,0.0
13.516792104412323,15.589775069987505,12.444976957756513,0.0,0.0,1.0,0.0,0.0
13.583277675605045,15.335489229055906,12.231299692636554,1.0,0.0,0.0,0.0,0.0
13.556531443557368,15.39831952276497,12.33260764297598,0.0,0.0,0.0,1.0,0.0
13.528949012572799,15.479147474774201,12.494533237808612,0.0,0.0,1.0,0.0,0.0
13.540157555887324,15.36730301027985,12.573742523940615,1.0,0.0,0.0,0.0,0.0
13.59298019352799,15.207828388704453,12.368049218967299,0.0,1.0,0.0,0.0,0.0
13.569707310200984,15.27647114589349,12.462547698590486,0.0,0.0,0.0,1.0,0.0
13.550461975259063,15.347150115619145,12.628154583874801,0.0,0.0,1.0,0.0,0.0
13.580666670068473,15.189478769629567,12.465318634455532,1.0,0.0,0.0,0.0,0.0
13.54073614850966,15.331992034486078,12.658108491841158,0.0,0.0,0.0,1.0,0.0
13.483954137673985,15.440291214598657,12.807867682346405,0.0,0.0,1.0,0.0,0.0
13.516498596667393,15.395289741463326,12.564578327088697,1.0,0.0,0.0,0.0,0.0
13.501750322428771,15.383371965405312,12.55531147186463,0.0,1.0,0.0,0.0,0.0
13.49328976049143,15.371824191498332,12.543360356275114,0.0,0.0,0.0,1.0,0.0
13.511406764764539,15.445864522086849,12.530202988282479,0.0,0.0,1.0,0.0,0.0
13.467828391016878,15.47360400021033,12.508173998432046,1.0,0.0,0.0,0.0,0.0
13.401002110663223,15.603505634916807,12.793601653657873,0.0,0.0,0.0,1.0,0.0
13.441129985845667,15.526307386152565,12.730514063347988,0.0,0.0,1.0,0.0,0.0
13.473713390177014,15.41300295560694,12.581116579116486,1.0,0.0,0.0,0.0,0.0
13.435227140213753,15.51458627956874,12.544801844048102,0.0,1.0,0.0,0.0,0.0
13.420199910610226,15.48327796475482,12.57175052763845,0.0,0.0,0.0,1.0,0.0
13.417286349000747,15.491634077570653,12.569136661031171,0.0,0.0,1.0,0.0,0.0
13.409350048020501,15.522923181089663,12.543215684345045,1.0,0.0,0.0,0.0,0.0
13.339409891920894,15.663316183994318,12.802877252780112,0.0,0.0,0.0,1.0,0.0
13.356857028041954,15.600855954010951,12.761403831141367,0.0,0.0,1.0,0.0,0.0
13.414283012966658,15.492817634958925,12.618388459823294,1.0,0.0,0.0,0.0,0.0
13.442117629608468,15.601595650439705,12.608355715643793,0.0,1.0,0.0,0.0,0.0
13.445232464393792,15.58166485558908,12.624049297233917,0.0,0.0,0.0,1.0,0.0
13.44505595945214,15.641636668709454,12.6424092476116,0.0,0.0,1.0,0.0,0.0
13.475777367995766,15.718010124860431,12.575196062564999,1.0,0.0,0.0,0.0,0.0
13.424685629630526,15.871418041171596,12.802915245273347,0.0,0.0,0.0,1.0,0.0
13.445069844674338,15.843722927592935,12.696609346919995,0.0,0.0,1.0,0.0,0.0
13.48397961476336,15.75293866042121,12.482924478716972,1.0,0.0,0.0,0.0,0.0
13.534385848465066,15.833346550078243,12.499220960814167,0.0,1.0,0.0,0.0,0.0
13.539232333078367,15.835934964194239,12.502394507434058,0.0,0.0,0.0,1.0,0.0
13.577646404904609,15.823062288259665,12.525568648194689,0.0,0.0,1.0,0.0,0.0
13.594214435501259,15.791576453691805,12.604647997778157,1.0,0.0,0.0,0.0,0.0
13.524198556988697,15.966209710572242,12.821158162479556,0.0,0.0,0.0,1.0,0.0
13.556898922425958,15.898659103183988,12.747645701449589,0.0,0.0,1.0,0.0,0.0
13.617677041834293,15.723841399400003,12.575416838940923,1.0,0.0,0.0,0.0,0.0
13.62498346243453,15.719788924517635,12.599961343735758,0.0,1.0,0.0,0.0,0.0
13.643728095429996,15.754180713739498,12.62098543416793,0.0,0.0,0.0,1.0,0.0
13.62280890320655,15.77596053415068,12.576441072265915,0.0,0.0,1.0,0.0,0.0
13.669799872615586,15.762182987753384,12.589305374202597,1.0,0.0,0.0,0.0,0.0
13.62214145350161,15.901256876648786,12.824768714900813,0.0,0.0,0.0,1.0,0.0
13.654154813170235,15.86218984640118,12.762813772379134,0.0,0.0,1.0,0.0,0.0
13.721322261355827,15.692447003206963,12.608869928355691,1.0,0.0,0.0,0.0,0.0
13.730436220986451,15.726863391506765,12.55340849484643,0.0,1.0,0.0,0.0,0.0
13.734308071414505,15.725892543792444,12.550873691839492,0.0,0.0,0.0,1.0,0.0
13.737803519738073,15.687877455090561,12.555473627623767,0.0,0.0,1.0,0.0,0.0
13.762066923945996,15.68053544618993,12.516850015902302,1.0,0.0,0.0,0.0,0.0
13.66530714843814,15.814756451156319,12.708456310233812,0.0,0.0,0.0,1.0,0.0
13.693978797964125,15.820189183688473,12.623326154902683,0.0,0.0,1.0,0.0,0.0
13.728200616817631,15.651662039856701,12.44665904599237,1.0,0.0,0.0,0.0,0.0
13.692881031463099,15.698789809260882,12.442791457083482,0.0,1.0,0.0,0.0,0.0
13.668963131612964,15.73640275383755,12.392927546627996,0.0,0.0,0.0,1.0,0.0
13.685996588186159,15.708544221102814,12.390519485181994,0.0,0.0,1.0,0.0,0.0
13.707303274012904,15.682514548226449,12.392717908186897,1.0,0.0,0.0,0.0,0.0
13.588671313028252,15.856488586762906,12.565794956589365,0.0,0.0,0.0,1.0,0.0
13.623378489198275,15.781848026357734,12.50958180879646,0.0,0.0,1.0,0.0,0.0
13.677205074271054,15.617415135817296,12.295380749087489,1.0,0.0,0.0,0.0,0.0
13.639284032076297,15.620109612290614,12.281208046832996,0.0,1.0,0.0,0.0,0.0
13.663026802997793,15.597491452840268,12.33536403168517,0.0,0.0,0.0,1.0,0.0
13.670104388464607,15.627301348225764,12.29594074824621,0.0,0.0,1.0,0.0,0.0
13.654348622517936,15.63516350909359,12.27155844946279,1.0,0.0,0.0,0.0,0.0
13.624568490268388,15.811411530728526,12.563945845616171,0.0,0.0,0.0,1.0,0.0
13.644473185626639,15.77522798038286,12.463956726911675,0.0,0.0,1.0,0.0,0.0
13.704746224865302,15.612888936263774,12.294582727320126,1.0,0.0,0.0,0.0,0.0
13.642937972080286,15.670634579011628,12.24976509700053,0.0,1.0,0.0,0.0,0.0
13.689094243657532,15.671972103845171,12.255141591094514,0.0,0.0,0.0,1.0,0.0
13.702721859542311,15.689333449576058,12.259021222920223,0.0,0.0,1.0,0.0,0.0
13.683445334972149,15.69782671995412,12.220075464936993,1.0,0.0,0.0,0.0,0.0
13.605613827650647,15.864441939706897,12.505692978597928,0.0,0.0,0.0,1.0,0.0
13.642291829728332,15.827161436736723,12.439177653251,0.0,0.0,1.0,0.0,0.0
13.686571428045742,15.712104314191084,12.225124155419486,1.0,0.0,0.0,0.0,0.0
13.616745897999666,15.74505251622208,12.20162442479291,0.0,1.0,0.0,0.0,0.0
13.623927018021197,15.768139074135217,12.20973362774803,0.0,0.0,0.0,1.0,0.0
13.616950131688352,15.761029971398054,12.178178674821835,0.0,0.0,1.0,0.0,0.0
13.64542617887999,15.743684789016248,12.142796893763938,1.0,0.0,0.0,0.0,0.0
13.561084211938923,15.820737105828758,12.401570557160978,0.0,0.0,0.0,1.0,0.0
13.615146553907541,15.741989515389642,12.37222568929706,0.0,0.0,1.0,0.0,0.0
13.670955806939347,15.594942477296037,12.199474192850918,1.0,0.0,0.0,0.0,0.0
13.627147597321526,15.64657378677769,12.209388244651809,0.0,1.0,0.0,0.0,0.0
13.619822996670603,15.531760438323568,12.254230636125275,0.0,0.0,0.0,1.0,0.0
13.611253229337047,15.559054516120954,12.224045028081612,0.0,0.0,1.0,0.0,0.0
13.635494492244707,15.538518842566605,12.23137309359745,1.0,0.0,0.0,0.0,0.0
13.644797215841987,15.66487285305411,12.425656471914985,0.0,0.0,1.0,0.0,0.0
13.690682454553478,15.495574948376014,12.122594523461181,1.0,0.0,0.0,0.0,0.0
13.689112423708218,15.374530952116952,11.945373487984462,0.0,1.0,0.0,0.0,0.0
13.61724901839323,15.57073864711954,12.191822562548195,0.0,0.0,0.0,1.0,0.0
13.619332135302042,15.520896851286484,12.102328265749167,0.0,0.0,1.0,0.0,0.0
13.576294868246515,15.531422670508706,12.164666338770193,0.0,0.0,0.0,1.0,0.0
13.52680130644721,15.684685917148736,12.356430360047314,0.0,0.0,1.0,0.0,0.0
13.568192570060337,15.672518886854176,12.342753321679789,1.0,0.0,0.0,0.0,0.0
13.546860156960028,15.495339548438682,12.074843053463614,0.0,1.0,0.0,0.0,0.0
13.517925188580625,15.441768606279604,12.135140834206892,0.0,0.0,0.0,1.0,0.0
13.46204913637175,15.631063590933236,12.363445441968633,0.0,0.0,1.0,0.0,0.0
13.531075953411133,15.445464040477535,12.079587484854141,1.0,0.0,0.0,0.0,0.0
13.50568075765319,15.404415783867528,12.140587951280013,0.0,0.0,0.0,1.0,0.0
13.458922376140334,15.56731463403689,12.377173079982436,0.0,0.0,1.0,0.0,0.0
13.506032224734026,15.5660973337332,12.389596230303964,1.0,0.0,0.0,0.0,0.0
13.535415314683929,15.40430950599888,12.133798597348258,0.0,1.0,0.0,0.0,0.0
13.502523933622358,15.380801654240281,12.24540862650037,0.0,0.0,0.0,1.0,0.0
13.435049300956459,15.564384634476916,12.429303835900702,0.0,0.0,1.0,0.0,0.0
13.547982233024245,15.448030380076778,12.175453537305485,1.0,0.0,0.0,0.0,0.0
13.498264339406823,15.447266423230735,12.253098647788155,0.0,0.0,0.0,1.0,0.0
13.434569697876169,15.60713533816179,12.434668987083423,0.0,0.0,1.0,0.0,0.0
13.465498258923958,15.571537947822241,12.428512365885638,1.0,0.0,0.0,0.0,0.0
13.553511762156605,15.533613435449894,12.225074517619646,0.0,1.0,0.0,0.0,0.0
13.508392420626365,15.538937735000195,12.308412827986638,0.0,0.0,0.0,1.0,0.0
13.454807346685655,15.708068495255093,12.50043810121309,0.0,0.0,1.0,0.0,0.0
13.480012193977112,15.562182324286375,12.30846351755806,1.0,0.0,0.0,0.0,0.0
13.400502284361414,15.728648225480947,12.587972271358579,0.0,0.0,0.0,1.0,0.0
13.394894822855807,15.849427019665704,12.816884834831274,0.0,0.0,1.0,0.0,0.0
13.466906128720769,15.66151244659852,12.569360706891501,1.0,0.0,0.0,0.0,0.0
13.485528171466186,15.54884734578067,12.389020515844079,0.0,1.0,0.0,0.0,0.0
13.472786624565597,15.522653360915614,12.380595566300197,0.0,0.0,0.0,1.0,0.0
13.468885502588043,15.528634169524711,12.379389454956137,0.0,0.0,1.0,0.0,0.0
13.464112196848497,15.528259302975286,12.392102375841443,1.0,0.0,0.0,0.0,0.0
13.413375136261116,15.640333225451968,12.644691796914486,0.0,0.0,0.0,1.0,0.0
13.43667820847963,15.672175084722323,12.551363825329874,0.0,0.0,1.0,0.0,0.0
13.492100051302867,15.512677803670876,12.324847104062538,1.0,0.0,0.0,0.0,0.0
13.455576621353389,15.54538604923947,12.318546174161751,0.0,1.0,0.0,0.0,0.0
13.424838283679993,15.584823389511428,12.311057306612902,0.0,0.0,0.0,1.0,0.0
13.426553796628115,15.59864216014572,12.27103646880506,0.0,0.0,1.0,0.0,0.0
13.420937787162897,15.570144112959225,12.26650978146158,1.0,0.0,0.0,0.0,0.0
13.371008154331276,15.682021735409698,12.505034211211308,0.0,0.0,0.0,1.0,0.0
13.411851556279307,15.671840056979976,12.444405125065499,0.0,0.0,1.0,0.0,0.0
